内容总时长:2小时34分钟[00:05 - 00:06] 喂喂喂。
[02:05:25 - 02:05:27] 没挨没挨打，没挨打啊。

[02:05:27 - 02:05:28] 那波学乖了。

[02:05:28 - 02:05:49] 对我那这后面这几就是202122232425这几年，我真的堪称股神，真的堪称股神，彻底悟到。我操，从20年到25年，我真的是就是彻底真的感觉彻底悟到，我操，彻底悟到，妈的，没没有一年是亏的，每一年都是赚的。

[02:05:50 - 02:05:52] 那今年怎么怎么节奏断了呢？

[02:05:52 - 02:05:54] 今年就是他妈半导体这波没见过。

[02:05:54 - 02:06:08] 哎哎，不是不是，散修宗们，你们听有多离谱啊，他妈的饭总。前一阵怪我，我没说我没在直播间说过这个吧。饭总说是没说过，说是因为就是跟我交流多了以后，我把他节奏搞乱了。

[02:06:09 - 02:06:18] 确实真的是跟你交流多，把我节奏他妈搞乱了，把我妈交流的越多，给我把整乱了，给我这搞得我好乱啊，天呐！

[02:06:18 - 02:06:23] 哈哈哈，你不不为什么呀？因为我输出了太多歪理邪说是吧？

[02:06:23 - 02:07:35] 倒也不是，但是其实就是买我舰长朋友就是就是其实就是大家去看我的很多逻辑的时候，就是板块的一些分析跟逻辑的时候，因为我是信息结合自己的一些经验嘛，大家其实看得出来，我的其实就是胜率还是相对来说还是可以的。但是就是就是就是这一波确实是还是恐惧了，就是2015年的那一波对我伤害太大了，就是当他当这个人就是这个人捅了你一刀，又捅了你一刀，又捅了你一刀，捅了你三。刀，然后当他出现在你面前，他拿起刀子的时候，结果他是在给你切肉，给你做了一盘好菜。你当时信吗？你不信啊，你不敢信啊，他把他捅了你三刀了。然后这次他拿起刀子呃走过来的时候，你肯定以为他又要捅你，结果他他妈的给你切了个生日蛋糕。这他妈谁知道呢？他妈谁敢相信呢？确实真的是对，真的你不，这个是有换做任何一个人。换成任何一个经历过2015年的人，他都不敢进，包括范巨侠，他对这这波科技也是相当谨慎，也是也是几乎我觉得也是踏空了。

[02:07:36 - 02:07:37] 喂喂喂，刚刚才接了个电话。

[02:07:37 - 02:07:45] 接了个外卖。啊，我说等等于就是也是就是踏空了，就是我范巨强他也等于是踏空了。

[02:07:45 - 02:07:47] 老股民也。范巨强踏空了哪个呀？

[02:07:47 - 02:07:54] 他这他也不是觉得科技位置有点高了吧，他也觉得。可能不应该去接了。

[02:07:54 - 02:08:01] 哦，但你说范聚霞的他看的那几个票子，我感觉他也不是，他。他也不是买龙头的那种审美啊。

[02:08:01 - 02:08:02] 对对。

[02:08:03 - 02:08:08] 对吧？嗯，他是不是觉得买龙头体现不出自己的自己的厉害啊？

[02:08:08 - 02:08:12] 对啊，他他他肯定是觉得就是说要。

[02:08:12 - 02:08:13] 要独具慧眼。

[02:08:13 - 02:08:29] 就是散户多的地方他都不去嘛，他的意思是。哦哦哦，我现在已经已经恭喜小范中年事件部获得上轮全站热门第一，我操。我直接涨停了，你怎么理解？我直接在B站涨停了。

[02:08:30 - 02:08:37] 说明这个第一还是本质金钱。显得权重还是有点高。

[02:08:38 - 02:08:50] 但是我跟你说个实话哈，就是这一波其实你没挣到钱，我是真没想到，就是你是这么的谨慎，我都觉得都有点谨慎的原因是什么？你几乎没有任何历史原因的谨慎。

[02:08:52 - 02:08:58] 不是，就是我觉得财经博主限制了我呀，不是你你这么想啊，饭总，你这么。

[02:08:58 - 02:08:59] 想嗯。

[02:09:00 - 02:09:23] 我至少在前两年，我是不是财经博主的身份挺强的？对对，而且我是不是就是假如财经博主有一个能力曲线呃，能能能力六维图的话，我比较偏重看需求需求面和这个这个怎么讲呢？比较看需求面和商业模式吧，对吧？

[02:09:23 - 02:09:23] 嗯。

[02:09:24 - 02:09:52] 我我不擅长看技术，对吧？我也不擅长看资金，不擅长看什么资本故事，跟跟冲宝就完全不一样。对，然后呢我我比较擅长看用户需求，分析用户需求，然后包括这个分析，就就就就是分析刚才说的什么来的。哦，该说商业模式就是他怎么赚钱，所以我我后来觉得就是这个东西，他就会让我不看好现在AI产业。

[02:09:53 - 02:09:53] 啊。

[02:09:53 - 02:10:51] 是就就这这就该找我，就是分析不出来，包括现在我觉得买的人也不一定能分析出来他的商业模式。你分析就是分析不出来，包括你从需求上来说，当然上游的需求是很确定的，但下游的需求就是就是不那么确定，扑朔迷离。那所以我觉得我炒股还是，就你是不是承认吧，就是我炒股我还是会看这个公司是干嘛的，除了除了大姐大姐的神秘代码吧，就是我有可能分析的是他妈瞎分析，这个我我就这是能力问题，但是我的态度上我还是觉得这个公司我想看他怎么赚钱。所以而且我看的其实是一个不是特别短期的趋势，我一般就看的至少是半年起步的，或者是一两年起步的趋势。所以我错过这个，我觉得不冤，因为我就我就是没看懂啊，我就是没看懂，然后我又不肯跟着资金走。

[02:10:52 - 02:11:17] 其实是这样的。我觉得我们两个其实心态是这样的，我允许一切的发生，就是我允许科技的。长的发生，但你不能老发生啊，你不能老是长啊，你妈的，对，是啊，给我们个机会呀，我也想站在光，哈哈哈。还有对吧？我允我允许所有的发生，但你不能老是发生啊。

[02:11:18 - 02:11:33] 还有饭总，就是我我觉得资金这块我学习的并不慢，但我实在是积累太少了。所以我等我反应过味来的时候，我大概已经被套了二十了啊。

[02:11:33 - 02:11:36] 但对你当时你反应过来的时候已经亏了二十万了。

[02:11:36 - 02:12:09] 确实已经亏了二十了。说实话，我觉得在这么惨烈的老登下跌的过程中，我后续亏的速度不算很快就还行，但是。前面的二十是非常快的，因为当时我其实不太理解，我我其实比较稚嫩，就我看一个票子的，完全是按商业逻辑，或者说这个行业逻辑去看的，这个就不对，嗯，我一点都不自。结合资金面，资金面是什么我一点都不理解，完全不理解。所以我会觉得并不亏，不不不是不亏，不不冤，就我是该亏损这么多的。

[02:12:10 - 02:12:14] 是的。但你你基本上前面也不研究量价的，也也是不研究。

[02:12:15 - 02:12:30] 前面完全不研究，我直到咱们我直到咱们大概直播到第三次的时候我才开始看一些这种东西。就我有都已经吵了一个半月啊，将近两个月了。

[02:12:31 - 02:13:14] 我有个朋友说，航天我一进去告诉我全是讲故事，没业绩，于是我去了金属，金属又给我说有业绩，但是没故事。那我想了想，那我去石油吧，美伊突然就不打了，美伊不打了吧，我说那我就去科技吧，美伊又说开打了。开打了吧，我说那我就科技细分领域，我就进那个六氟化物吧，又告诉我美依又他妈又又不打了，然后我说那我就想一想。我说啊，好像高提阶我去这个，我高高切低，我去这个消费布局一下老登吧，科技怎么又上涨了？然后说我这好不容易下定决心追科技，盘中又给我跳水了。

[02:13:16 - 02:13:27] 我我在一个不是炒股的群里面看，有人发过今年的收益是负百分之一百一十九啊，我估计就是这种故事。

[02:13:28 - 02:13:59] 现在而且估计满仓单调，现在有一个现在现在有一个问题，就是其实你如果现在的问题就是你手上有仓位，其实最好就少操作。其实就是拿住不动，我这次就少操作的呀，就是拿住不动，操作的越多，挨打的越狠。其实现在情况就是拿住不动，就是有有有科技仓位的，你只要信这个故事，你也格局啊，就还是那句话，就拿住不动。啊，拿不住就把自己打晕啊。就问自己：把锄头拿不拿得住啊？把榔头拿不拿得住？扳手拿不拿得住？

[02:14:00 - 02:14:12] 然后还没有卖老登的，就干脆拿住我的意思还没卖啊。嗯，那那还那还说啥嘞，我觉得就拿着呗。那就完事儿了。

[02:14:13 - 02:14:18] 哎呀，不过说实话，我是哎呀，就是。呃。

[02:14:19 - 02:14:26] 你后面准备怎么弄？就是你你说个实话，你后面准备怎么弄，我后面在什么情况下就往里猛进。

[02:14:27 - 02:14:59] 我其实我说实话，我觉得。我觉得就是。嗯，其实他今天这个样子，我我其实有点不太相信这个故事。就是今天就是这样，就今天的这这种拉法。其实如果说今天按照我之前上周五给大家说的那个剧本，就是高开，然后吸引人进来，盘中回调闷杀，其实我还挺挺感劲的。但是今天下午的这种。下午的这个这个这个这个这个这个拉伸我是真的有点没看懂我不知道是不是加速了还是。

[02:15:00 - 02:15:24] 想怎么，所以说呃我这个人，我经历过毒打过后哈，我经历过这么多次牛熊的毒打过后，我有一点我觉得是超出很多很多普通的股民们的。就是当我决定就是不再相信他的时候，就是就是我看不懂的时候，就这个行情我看不懂的时候，我是坚决不进的。就这个行情我超过我的认知了，已经就是他进入新的剧本了。

[02:15:24 - 02:15:30] 就是完全不是不是不是你别说这你别说这有的没的，就是大姐在给神秘代码。

[02:15:30 - 02:15:32] 你进不进啊，大姐给神秘代码，我直接说了。

[02:15:35 - 02:15:41] 那大姐给的神秘代码有可能不是科技吗？哈哈，不是，那你在说些什么？

[02:15:42 - 02:15:53] 你这个不是，你考虑的时候，我们要考虑两点，就是你要，就是场外求助是另外一回事，你自己选的时候是另外一回事。大姐给神秘代码都说了呀。

[02:15:53 - 02:15:58] 不是，那你那你那你在说些什么呀？但是但是现在你的资金完全跟着场外走，那你不，这些逻辑。

[02:15:58 - 02:16:03] 不是，大姐万一不给呢？因为大姐，我不是跟你说了吗？大姐减仓了呀。

[02:16:04 - 02:16:07] 哦，就是大姐不给你就完全不信了。

[02:16:07 - 02:16:13] 对，大姐如果不给我，真不信，我一点不信，就大姐不给我不信了，我一点不相信，因为大姐也减仓了。

[02:16:14 - 02:16:16] 大姐今天减了一半，给大姐给你就全信。

[02:16:17 - 02:16:49] 就全跟对，全跟了就不管了。上一次上两次都是因为没全跟妈耽误了赚钱，我操，就是因为没信任大姐。造成了如今这个局面，信任大姐的话，我他妈好吓人，三天30%东西烫的之吓人，是不是嘛？当天当天信大姐，水下5个点，直接微到直接微到那个直接微到正收盘的时候，水下5个点，直接微到正正红一个点，第二天直接拉10个点，今天直接拉20个点。妈的，三天拉了。

[02:16:50 - 02:16:59] 我觉得拉三四几个点，你就是美化了很多东西。那核心就是说你现在已经既没有自己的交易体系，也被吓破了胆。

[02:17:00 - 02:17:09] 我没有，不不不不不，你就错了，我有自己的美少女二次元持股，这个是我的核心持仓，我是在保证自己核心不动的情况下，在跟大家唠嗑的。

[02:17:10 - 02:17:17] 舰长朋友们都知道，锤子，你保证个锤子，你纯靠大姐那边拿的盈利，来保证你拿住二次元持仓。

[02:17:17 - 02:17:21] 二次元持仓我拿得住呀，二次元持仓我我拿得住呀。不不不。

[02:17:22 - 02:17:24] 假设今天没有大姐，你还拿得住吗？

[02:17:26 - 02:17:28] 我包拿得住的呀。你拿出去个锤子。

[02:17:28 - 02:17:31] 我他妈好，我我是最那个的，我是最格局的一个人啊。

[02:17:31 - 02:17:34] 我一点不当二次元持仓里面不也有大姐的持仓吗？

[02:17:35 - 02:17:41] 二次元二次元二次元持仓里面二次元持仓里面只有好女人是大姐的吗？

[02:17:41 - 02:17:49] 那好女人不给你赚的这么脆多吗？哈我发你这个人怎么怎么如此虚伪？

[02:17:50 - 02:17:59] 不不不不不不不，这个不一样，大姐自己都没做好女人呢，我是相信了的，相信我都一直在相信。大姐自己都没做好女人呢。

[02:18:00 - 02:18:05] 啊，就是虽然这个好女人是从大大姐那边来，对，但但是靠你的坚持。

[02:18:05 - 02:18:13] 对，是靠我的坚持啊，大姐。而且大姐，我跟你说，三好女人38块的时候，大姐都没进。我进了。

[02:18:14 - 02:18:18] 而且所以就是你自己行，这不算不算靠大姐。

[02:18:18 - 02:18:55] 上周一的时候，我看出就是量价齐升，情绪回暖的时候，当时当时好女人是给了机会的。好女人好在什么地方？她不像有一些科技股，她他妈一点机会都不给啊，每天一来就是高开五个点七个点。好女人经常都是起来的时候，在水下还是绿的，然后最后尾盘的时候拉五个点七个点。这才是好女人啊，就是给你机会啊，每一次都给了机会的，每一天都给了机会的好女人。她每一天都有一个低点，然后每一次尾盘都有个拉升。然后我当时就在这个低点的时候进了好女人，然后格局到现在，然后呃上周五出了一些，今天出了一些。

[02:18:56 - 02:18:57] 然后还剩多少啊？

[02:18:58 - 02:18:59] 还剩3000。

[02:19:00 - 02:19:01] 那其实也没多少。

[02:19:01 - 02:19:57] 没多少了。然后坏女人是一直没动嘛，坏女人是一直没动。然后那个傲娇傲娇美少女是之前明明已经赚了25块钱的时候，我自己没卖，我太贪婪了，然后结果他妈被a杀了一直在下跌，然后最近又他妈真又又起来了啊，就是这个这周一涨到现在，每天都是红的，虽然涨得不多，但。其实也也涨了十几个点了，都是截止到目前为止，也涨了差不多15个点了啊。然后这个青梅竹马是有点有点惨的，青梅竹马是青梅竹马目前在二次元持仓当中，是真的是真的是青梅竹马确实是没法，但是我我不得不相信他，因为他以前给真的，他他真的爱过我，他给我赚了这么多钱。我我我真的抛弃不了他，他他这个票真的给我挣了太多钱了，这个票这个票哎呀。

[02:19:57 - 02:19:59] 我抛弃不了，我再我再看看，我再看看，你。

[02:20:00 - 02:20:06] 看看吧，嗯嗯，这个这个票是真的，就是一直他的啊。

[02:20:08 - 02:20:09] 对呀，青梅竹马是这个，对。

[02:20:10 - 02:20:18] 哦，我听你买的那什么还在那儿。还在那套着呢，但我只买了一点。哪个啊？

[02:20:18 - 02:20:24] 中国什么什么的那个啊，中国叉叉嘛。对，对不起，我骗了你。实际上我的心头好是这个票。

[02:20:25 - 02:20:28] 我靠，你骗我骗的太多。

[02:20:31 - 02:20:38] 你你一定要记住，老蒋这里是零和博弈的市场，互相欺骗有什么不对吗？

[02:20:39 - 02:20:51] 行啊，大弟。嗯，我差不多了，我今天还得完成个那什么呢？OK OK OK，写个相关策划呢，我得我得努力补仓。

[02:20:51 - 02:20:54] 我操还要补啊，你现在补了多少了？这个鱼啊。

[02:20:55 - 02:20:59] 不不，其实是不补了，我现在其实我现在其实已经空出来十几万的。

[02:21:00 - 02:21:00] 呃。

[02:21:01 - 02:21:02] 那叫什么呀？

[02:21:02 - 02:21:10] 没有死女人，我们都亲了，死女人都亲都亲了。我跟老蒋都亲了。

[02:21:11 - 02:21:18] 清了清了啊，不，我清我清的剩一万。就想看看能不能什么样了。

[02:21:18 - 02:21:26] 青梅竹马是商业航天里的股吧。对对，是的，商业航天板块的对，清了清了，兄弟们死女人清都清了。

[02:21:26 - 02:21:34] 死死女人。如果他再微回来，你会心里有觉得就是不爽吗？

[02:21:36 - 02:21:43] 为了避免这种心态，我所有出道的票，就这种我都是把它删了，我不看，我就不会觉得后悔不看了。

[02:21:43 - 02:21:46] 我我肯定会截图给你告诉你的呀。

[02:21:46 - 02:21:59] 假设他微回来，不是你没必要吧，你就不要给我截了，好吧，就让他过去了，分手了就分手了，就是分手应该体面，谁都不要说抱歉。

[02:22:00 - 02:22:07] 异化不是我要是那什么，他回到五块那一天，我一定会给你截图大说。

[02:22:07 - 02:22:14] 特说真的，我觉得分手应该体面，谁都不要说抱歉，真的，你不要就是说。

[02:22:16 - 02:22:25] 哎，他要回五块真的破防了，那我真的不行了。那我希望他回不去五块，希望他跌到一块五。

[02:22:25 - 02:22:34] 如果他真的回去了的话，那我只能说狗游子真的你妈的狗主力，你妈的。哎。

[02:22:34 - 02:22:36] 这是狗狗，那那真无敌了。

[02:22:36 - 02:23:24] 真的无敌了。明天我再问你一个，最后问你一个直击灵魂的问题。嗯，明天如果说真的调整了，而且是调整的力度比较大。因为今天往往在大家都看看好明天上涨，然后各种指标都显示就是不错的时候就会出问题，就像就像特朗普，我们那天来的前一天，其实跟今天也很像。量价齐升，然后涨了一个多点，然后主力机构散户，今天散户跟大的大的大客户还在跑，那一天是大家都在进，然后当天晚上也是中信在股指期货上加空单，好像在抄货的样子，结果第二天你看，我操就开始闷杀，所以说不好说，如果说明天真的是出现了闷杀这种情况，你要不要就是建仓科技开始。

[02:23:25 - 02:23:33] 明明天一天不行，我觉得这个得闷杀到整个科创往下百分之二十吧。

[02:23:33 - 02:23:36] 但是你往往你这么想，你就错过机会了，你已经错过两次了。

[02:23:37 - 02:23:45] 你看上一次没有啊，我PC被龙头那波就是往下杀了百分之二十二十多进的，我会进的，往下杀百分之二十二十多，我会进。

[02:23:45 - 02:23:48] 那万一他杀一天，第二第三天就拉起来了呢。

[02:23:48 - 02:23:50] 那那我认了，我认。

[02:23:51 - 02:23:55] 就是你还是不会，就是说匆忙抄底，还是得他妈观察几天。

[02:23:56 - 02:24:20] 我觉得至呃不，我不吹牛逼吧，至少15%吧，至少百分。十五百分之十五有可能进百分之十我是不可能进的。就比如说那个PCB龙头，我是三百一十二买的，他如果回到三百二以下，我有可能加。你要说只是从三百六调到了三百四，我是绝不可能的。

[02:24:20 - 02:24:30] 不要再看PCB了，看看我们半导体上游材料。好吧，如果真的开始杀的话，关注关注半导体上游材料。

[02:24:30 - 02:25:09] 但我还我还有一个判断，就是嗯呃AI产业链这一波从偏下游的，比如说显卡一路涨到上游上游上游上游最上游差不多就结束了。现在已经差不多到最上游了，小金属，对吧？嗯，是没法更上游了，没法再炒了，就是啊化工两波嘛，就是要么是小金属，要么是化工，它都是最上游了，两种两种最上游的东西。我就我觉得差不多就到头了，他再炒只能又重新回到光模块什么的，再炒一轮那是有可能的。但其实这这一轮就已经完整的结束了。

[02:25:10 - 02:25:37] 但是但是我就给今天我给你发了哟，就是大姐今天是减仓了，大姐减了一半的仓哦，我也减了一半啊，大姐我跟着大姐走啊。大姐，我也减一半啊。明天如果还涨的话，大姐就会直接就是直接只剩底仓跑完了，大姐都不信了，就大姐他妈的股股就是传说当中的代码之王，而且没输过的，现在跑完了，明天大姐都要跑完了。

[02:25:38 - 02:25:40] 啊，没毛病啊，没毛病啊。

[02:25:41 - 02:25:51] 大姐的资金，大姐的资金体量，她那个资金体量虽然在科技不算啥，但是实际上以她资金体量，就是还是那句话，在微盘股，她如果跑完了的话，直接大跌停了，跑微盘股。

[02:25:52 - 02:26:02] 哈哈哈，哎，但我发现大姐有点东西，她她她其实碰的不是微盘股，她不是啊，她。他所有，他碰的都是几百亿这种。

[02:26:02 - 02:26:16] 对，他其实他其实他们那边其实机构都是认同的，他就是认同的就是就是现在就是做大不做小啊，现在逻辑就是宁愿去报那个市值很高的，也不不是，我觉得很低很低，很微妙啊。

[02:26:16 - 02:26:27] 不不，我觉得很微妙，就是两三千亿的可能拉不起来，他就是那种小几百亿的。做这种。今天科技能拉起来。

[02:26:28 - 02:26:33] 今天科技没怎么涨啊，今天科技是先跌了，拉起来的呀。今天。

[02:26:34 - 02:26:37] 今天是其他东西普涨，科技有点分化。

[02:26:38 - 02:26:50] 我觉得科技也不算分化，其实他们其实都是低点进的话，其实都是你敢，你只要敢在下午1点钟开盘那个低点去抄的话，都是赚到钱的，都是拉了的。

[02:26:50 - 02:26:53] 嗯，算吧。但我的 PCB 没上。

[02:26:55 - 02:27:24] 不是不是说今天机构都在进吗？哎呀我操，我都给你说了呀，这看这个有啥用呢？特。张兴前一天大跌的时候，机构也在进啊，我都跟你说了呀，当时不仅机构，四大指标，大客户、机构、主力都在进，四个四个指标都在进。然后当天也是那个中信在股指期货上加了5,000手空单，一样的呀，就显示在抄底。然后当时也是当天，这前一天也是说，然后也说那个那个那个老黄不是也来了吗？

[02:27:24 - 02:27:54] 然后大家都觉得第二天肯定是暴涨，我操，这个这这个前一天都这么疯狂了，当天聊，还不得释放你妈巨大利好消息哦，当天。结果当天，咋不照照样闷杀你吗？机构跑得比谁都快，不照样闷杀你吗？对不对？这个都不用那个这个都不用去看看之前的一些就是历史了，你就看特朗普那一天都是一样的。但而且今天还放量，比那天放的更吓人，今天今天都放了多少，3.7万亿是不是放量？

[02:27:55 - 02:28:01] 今天我看是那个那个新闻报道说是A股历史上。第二成交量。

[02:28:02 - 02:28:04] 接近3.7万亿成交量。

[02:28:04 - 02:28:29] 对对，天量超级放量，而且刚好超级放量的两个时间点，第一是在A股跳水的时候超级放量，然后到下午1点券商保险开始拉的时候，大金融开始拉的时候超级放量，两波两个节点的超级放量。哦，三点九嘛，是是哦，我操接近接近接近接近接近那个接近接近他妈4万亿了，我的妈呀。

[02:28:30 - 02:28:32] 嗯嗯嗯，无敌了。

[02:28:32 - 02:29:17] 已经。今天真抄底了，行吧，就是还是那句话，兄弟们，信就抄。你如果相信，就是说呃趋势已经是牛市了，你就去做右侧交易，明天你就直接开盘就进，没人拦着你啊。我真做不了，我真做不了，我我现在拿着我的这个二次元这个美少女ETF这几个持仓，其实就已经很那个了，就已经。很大胆了其。哈哈哈，因为我的那个票就是我跟你说的那个那个票，就是傲娇的那个票，还是重，还还算是仓位有点重的，都还是，因为是一直拿着的，然后其他的票仓位都不是很重啊。都不是很重，所以不，没关系，就拿着就拿着了。

[02:29:18 - 02:29:21] 那大姐下次推荐你敢满仓进吗？

[02:29:22 - 02:29:26] 满仓肯定不会啊，肯定是分批建仓啊，这是怎么可能说了不可能的。

[02:29:26 - 02:29:49] 永远不可能。但我发现大姐，我靠，我现在大姐真是神人，大姐现在要在我心中的地位已经非常高了，就是他推的票子不但是胜率极高。而且不用等，对，就几天内就起飞了，几天内就起飞，就就太吓人了。几天内就起飞，咱们还想着分批建仓呢，刚建第一笔就起飞了。

[02:29:49 - 02:30:36] 直接有一个票我没吃到，我那天睡着了，然后他后来涨上去，对我跟你说那个票，我还给你发了图的嘛，大姐是明确说了说就在这位置建仓，同步建仓。大姐，那票什么？吃麻了，我操，6天500，今天好像还在摆。对，今天还在，今天他今天他清到一半，因为他今天他觉得在缩量了。我操，这个都哦，对，今天又摆了，我操，7天600，我的妈呀，妈的飞起飞，我操，就当天就当天让我们进进了，过后当天就拉升了，然后第二天横盘了一下，第三天直接起飞，开始连摆。太吓人了，太吓人了，他妈东西太烫了。哎，东西太烫了。

[02:30:37 - 02:30:44] 你有没有觉得在你信大姐这块也有点像那什么，就是散户最后疯狂的过程。对。

[02:30:44 - 02:31:09] 他妈的，我操，为什么我们老是在就是该信的时候犹豫，然后到他妈的已经都已经到牛市末尾了，大姐自己都在减仓了，你他妈又决定要他妈重仓干了。总是走到了。他走到了末尾，该你相信的大姐重大姐重仓干的时候，你他妈睡着了，没跟上，大姐都减仓了，你又决定要重仓干了。

[02:31:10 - 02:31:11] 又决定全信。

[02:31:11 - 02:31:59] 了嗯。嗯，大姐是谁？大姐是一个北京的一个一个一个一个一个一个机构的一个一个好大姐，就是她她他们都是，她每天都跟机构的兄弟们在玩，就是真正的机构，就不是妈不是妈的那个死女人这种屁子妈的。垮货。人家是真的机构在玩，大姐真的，大姐这炒股都是跟着机构，都是机构说的，说这个票你看一看，可以格局一下。大姐本来那个票她都拿不住的，是因为她那个闺蜜给她说让她再拿一拿，她才拿住的。我们两个说不定都拿不住，我感觉都都可能都拿不住，都可能涨了四个本的时候感觉都要跑一点了。

[02:32:01 - 02:32:09] 我觉得你就是百分之二十五到百分之三十，你就会跑怕了吗？你根本就拿不住。

[02:32:12 - 02:32:14] 你们二位又啊O K K.[02:32:14 - 02:32:16]  O K啊差不多下了。

[02:32:17 - 02:32:24] 拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜拜嗯。拜拜，拜拜，拜拜。

[02:32:24 - 02:32:25] 那我下了。

[02:32:28 - 02:32:28] 拜拜。

[02:32:29 - 02:32:32] 拜拜，你不知道你今年还能回本吗。

[02:32:33 - 02:32:36] 我有信心，我现在对老登愈发有信心了。

[02:32:36 - 02:32:39] 已经半年过去了，现在还亏三十个。

[02:32:40 - 02:33:01] 没有啊，没有啊，我也就炒的有。我操，四个月了，四个月了。但老登没有问题了，老登老登的最黑暗的时候已经过去了，你信我，你信我饭总。你要是信我，你就跟你就跟我半仓直接进化工，你要敢进。

[02:33:01 - 02:33:08] 我直接说了，不是化工板块，我自有标的啊，大姐的板块有个板块就在化工啊。

[02:33:09 - 02:33:11] 哦哦，那行，那你告诉我，告诉你。

[02:33:12 - 02:33:15] 没有啊，告诉你啊，他就是化工板块的呀。

[02:33:15 - 02:33:17] 哦哦哦，那那已经涨上去了吧。

[02:33:17 - 02:33:19] 已经涨上去了。那万一跌了呢？

[02:33:21 - 02:33:23] 跌了再说再说。

[02:33:24 - 02:33:24] 那行吧。

[02:33:25 - 02:33:30] 我我我我感觉我感觉大姐的票子好像不适合，不是那种就是下来再买的票子吧。

[02:33:31 - 02:33:32] 啊，是是的，对。

[02:33:32 - 02:33:38] 应该不因为太猛了。对对对，就就就就一波。行。

[02:33:38 - 02:33:44] 我我退了啊，我最后给你个信心，大姐今天都布置自己都布布置的一个建仓的一个老登股。

[02:33:46 - 02:33:50] 啊，是吗？嗯。是我是我有的老登骨吗？

[02:33:51 - 02:33:54] 应该不是我我我我发给你，我发给你啊。

[02:33:54 - 02:34:07] 行，我发给你。嗯，我老老登有有希望了。我在的一个我在的最高端的一个大佬群里。也在都纷纷唱多老登。

[02:34:08 - 02:34:20] 我看一下啊。我给你看看，我发群里面了。啊，没想到吧，能源果，我说啊。

[02:34:22 - 02:34:27] 没问题啊，我现在石油没化工，我还没出呢，没问题啊。

[02:34:27 - 02:34:31] 对他他他这个票今天还挣了呢，今天他抄到最低点了。

[02:34:33 - 02:34:39] 我看看啊，我也我我我我将我将疯狂研究。

[02:34:40 - 02:34:47] 可以好，你不过你研究一下。那行你去吧究你去吧你拜拜拜拜拜拜拜再见再见。

[02:34:47 - 02:34:48] 哎。

[02:34:48 - 02:34:50] 再见再见再见再见。
